Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ (3 meses),Rec Serviços,Rec Serviços (3 meses)
MRVE3,5.57,ON NM,17/04/2025,MRV ON NM,4.48,Construção Civil,8.13,Incorporações,61172400.0,3134950000.0,31/12/2024,12501000000.0,562827000.0,-6.23,-0.89,0.49,11.43,3.48,26.4,0.35,10.0,0.11,-5.4,0.56,3.1,-0.38,3.2,-7.8,11.65,1.68,13.88,1.52,6.7,0.31,29430700000.0,9780620000.0,414563000.0,9366050000.0,13695100000.0,6432590000.0,9009040000.0,2376100000.0,900463000.0,266433000.0,-503202000.0,-249848000.0,,,,,,,
GFSA3,1.57,ON,17/04/2025,GAFISA ON,1.09,Construção Civil,5.95,Incorporações,12883700.0,211284000.0,31/12/2024,1848040000.0,134576000.0,-5.21,-0.3,0.11,14.5,-1.07,-5.4,0.21,-19.6,0.04,-4.0,0.2,-3.7,-1.38,-4.0,-2.1,-10.02,1.5,-9.32,0.97,5.9,0.19,5302370000.0,1883620000.0,246859000.0,1636760000.0,3196750000.0,1951190000.0,1012350000.0,359596000.0,-198332000.0,-63332000.0,-40577000.0,1884000.0,,,,,,,
VIVR3,0.99,ON NM,17/04/2025,VIVER ON NM,0.96,Construção Civil,3.05,Incorporações,188724.0,37982300.0,31/12/2024,39015300.0,38366000.0,-0.86,-1.16,0.27,3.71,15.25,29.9,0.34,2.2,0.14,-38.4,0.77,0.9,-2.94,1.0,-31.2,13.42,1.71,15.66,0.15,21.0,0.4,278798000.0,20670000.0,19637000.0,1033000.0,118084000.0,142168000.0,112726000.0,14786000.0,2491000.0,-2894000.0,-44354000.0,-358000.0,,,,,,,
RDNI3,2.58,ON NM,17/04/2025,RNI ON NM,2.05,Construção Civil,3.65,Incorporações,21432.0,112927000.0,31/12/2024,653204000.0,43770000.0,-0.8,-3.24,0.42,6.13,-2.52,15.5,0.21,-8.3,0.07,-25.2,0.45,-2.8,-0.17,-2.9,-52.8,-17.12,1.62,-14.57,2.17,9.5,0.34,1613890000.0,581903000.0,41626000.0,540277000.0,654315000.0,268453000.0,541312000.0,92865000.0,-44846000.0,-36254000.0,-141864000.0,-54403000.0,,,,,,,
TCSA3,1.4,ON NM,17/04/2025,TECNISA ON NM,1.25,Construção Civil,2.64,Incorporações,104807.0,103067000.0,31/12/2024,619277000.0,73619000.0,-0.69,-2.02,0.27,5.19,-0.89,-8.1,0.22,-24.6,0.08,-32.1,0.74,-8.7,-0.25,-10.0,-38.8,-5.72,1.34,-5.34,1.77,35.1,0.35,1339070000.0,678478000.0,162268000.0,516210000.0,545646000.0,382315000.0,470626000.0,117793000.0,-115916000.0,-32333000.0,-148412000.0,-53620000.0,,,,,,,
PDGR3,0.75,ON NM,17/04/2025,PDG REALT ON NM,0.54,Construção Civil,37.5,Incorporações,1698570.0,10461000.0,31/12/2024,186528000.0,13948000.0,-0.02,-30.84,,-233.92,-0.11,2.5,0.09,-76.5,0.02,-358.3,-0.02,-17.2,,-38.5,13.2,-2.05,0.32,-2.03,-0.06,-23.3,0.22,534650000.0,205479000.0,29412000.0,176067000.0,331516000.0,-3262760000.0,119955000.0,6501000.0,-91724000.0,-25552000.0,-430127000.0,-20100000.0,,,,,,,
HBOR3,1.99,ON,17/04/2025,Helbor ON,1.31,Construção Civil,2.87,Incorporações,1101260.0,266363000.0,31/12/2024,1777210000.0,133851000.0,4.71,0.42,0.18,10.85,1.26,33.5,0.21,16.6,0.04,12.8,0.26,3.2,-0.25,3.4,3.9,7.35,1.52,8.42,1.37,8.6,0.19,6697410000.0,1991680000.0,480836000.0,1510840000.0,2926490000.0,1452150000.0,1270380000.0,305907000.0,211035000.0,67472000.0,56508000.0,31828000.0,4.6,,,,,,
LAVV3,9.7,ON NM,17/04/2025,LAVVI ON NM,6.74,Construção Civil,9.7,Incorporações,5319580.0,1895710000.0,31/12/2024,1774830000.0,195434000.0,5.53,1.75,1.28,7.6,5.67,33.8,1.22,21.6,0.55,25.3,0.9,9.7,2.06,12.8,23.1,5.29,4.93,5.31,0.44,39.3,0.45,3457890000.0,655480000.0,776364000.0,-120884000.0,2636140000.0,1485860000.0,1549300000.0,575419000.0,334415000.0,141720000.0,342514000.0,119950000.0,10.4,,,,,,
CYRE3,25.64,PN,17/04/2025,CYRELA BRAZIL REALTY PN,16.27,Construção Civil,25.64,Incorporações,127263000.0,9845760000.0,31/12/2024,12767700000.0,384000000.0,5.97,4.29,1.11,23.16,6.75,32.4,1.24,18.3,0.46,17.3,1.17,6.9,11.96,8.1,18.5,8.33,3.27,8.76,0.67,18.9,0.38,21241000000.0,5974580000.0,3052590000.0,2921990000.0,12115100000.0,8894660000.0,7965690000.0,2506270000.0,1458150000.0,492080000.0,1649000000.0,496632000.0,2.4,,,,,,
AVLL3,2.08,ON NM,17/04/2025,ALPHAVILLE ON NM,1.91,Construção Civil,4.3,Incorporações,11937.0,406287000.0,31/12/2024,790744000.0,195330000.0,6.14,0.34,-6.79,-0.31,2.21,38.8,0.6,27.1,0.3,12.6,-4.03,13.5,-0.47,17.6,-110.6,4.26,0.84,4.3,-10.41,40.3,0.5,1364830000.0,622929000.0,238471000.0,384458000.0,525845000.0,-59826000.0,678829000.0,234815000.0,184078000.0,64280000.0,66144000.0,10545000.0,,,,,,,
PLPL3,11.91,ON NM,17/04/2025,PLANOEPLANO ON NM,7.84,Construção Civil,12.82,Incorporações,11552900.0,2428460000.0,31/12/2024,2215780000.0,203901000.0,7.06,1.69,2.87,4.16,3.46,33.1,0.94,27.1,0.94,15.1,1.52,27.2,4.62,45.4,40.6,3.07,3.69,3.15,0.69,29.7,1.0,2581180000.0,588790000.0,801471000.0,-212681000.0,2191460000.0,847235000.0,2589400000.0,672423000.0,702420000.0,313571000.0,343824000.0,87614000.0,8.4,,,,,,
TRIS3,6.65,ON NM,17/04/2025,Trisul ON NM,4.22,Construção Civil,6.67,Incorporações,3099740.0,1241010000.0,31/12/2024,1592580000.0,186618000.0,7.23,0.92,0.85,7.82,6.88,27.8,0.92,13.4,0.41,13.0,0.69,5.9,1.74,7.2,11.8,7.77,4.74,8.83,0.56,12.2,0.44,3042590000.0,821718000.0,470151000.0,351567000.0,2266110000.0,1459010000.0,1346690000.0,418919000.0,180323000.0,75016000.0,171556000.0,72576000.0,3.0,,,,,,
MTRE3,3.63,ON NM,17/04/2025,MITRE REALTY ON NM,2.66,Construção Civil,4.08,Incorporações,2120070.0,383963000.0,31/12/2024,773735000.0,105775000.0,7.81,0.47,0.38,9.43,4.34,23.8,0.33,7.5,0.17,5.9,0.4,4.0,0.7,4.7,4.9,6.73,2.27,8.75,0.63,29.5,0.54,2200280000.0,626502000.0,236730000.0,389772000.0,1705370000.0,997920000.0,1179440000.0,351887000.0,88387000.0,33454000.0,49189000.0,18720000.0,12.9,,,,,,
DIRR3,34.32,ON NM,17/04/2025,Direcional Engenharia ON NM,19.75,Construção Civil,34.32,Incorporações,62431700.0,5954520000.0,31/12/2024,5972680000.0,173500000.0,9.33,3.68,2.95,11.62,8.29,36.4,1.78,21.5,0.59,21.7,1.94,7.1,-1.82,8.6,31.7,7.58,3.03,8.31,0.81,20.8,0.33,10067400000.0,1633350000.0,1615180000.0,18164000.0,4571390000.0,2015460000.0,3348470000.0,924210000.0,718330000.0,202850000.0,638378000.0,181461000.0,9.7,,,,,,
CURY3,27.34,ON NM,17/04/2025,CURY S/A ON NM,16.74,Construção Civil,27.34,Incorporações,46126300.0,7979860000.0,31/12/2024,7550010000.0,291875000.0,12.28,2.23,7.28,3.75,8.9,38.5,2.03,22.8,1.84,17.8,5.41,20.7,-26.28,32.8,59.3,8.14,2.18,8.42,0.9,34.6,0.9,4339300000.0,986382000.0,1416240000.0,-429854000.0,2726140000.0,1095470000.0,3926310000.0,1034970000.0,896639000.0,247477000.0,649843000.0,165784000.0,8.3,,,,,,
TEND3,15.95,ON NM,17/04/2025,Tenda ON NM,10.46,Construção Civil,17.38,Incorporações,35173800.0,1955120000.0,31/12/2024,2318860000.0,122578000.0,18.37,0.87,2.07,7.72,5.34,27.1,0.6,11.2,0.37,3.1,1.57,6.9,-1.64,8.6,11.2,5.33,1.64,6.33,1.28,9.0,0.61,5348940000.0,1213060000.0,849321000.0,363741000.0,3198770000.0,946786000.0,3284400000.0,850569000.0,366417000.0,97936000.0,106413000.0,21316000.0,1.1,,,,,,
EVEN3,5.83,ON NM,17/04/2025,Even ON NM,5.31,Construção Civil,7.02,Incorporações,6497560.0,1166000000.0,31/12/2024,1578110000.0,200000000.0,27.69,0.21,0.65,9.0,3.3,26.8,0.54,16.4,0.23,6.1,0.36,6.8,1.01,8.1,2.3,4.4,4.32,4.46,0.65,8.1,0.42,5178910000.0,1176820000.0,764706000.0,412115000.0,4261690000.0,1799390000.0,2157290000.0,205172000.0,353864000.0,36401000.0,42108000.0,-13952000.0,15.5,,,,,,
AZEV3,0.72,ON,17/04/2025,AZEVEDO & TRAVASSOS ON,0.53,Construção e Engenharia,1.31,Construção Pesada,2226950.0,426783000.0,31/12/2024,533078000.0,592754000.0,-1.6,-0.45,3.13,0.23,-3.58,1.7,2.81,-78.4,0.62,-175.5,-2.27,-17.3,-1.0,-20.0,-195.4,-6.71,0.4,-4.48,0.8,69.7,0.22,688233000.0,109446000.0,3151000.0,106295000.0,126058000.0,136381000.0,151818000.0,20892000.0,-119086000.0,-47012000.0,-266491000.0,-149657000.0,,,,,,,
SEER3,5.5,ON NM,17/04/2025,SER EDUCA ON NM,4.03,Diversos,7.65,Serviços Educacionais,3689200.0,707971000.0,31/12/2024,1301580000.0,128722000.0,-609.27,-0.01,0.59,9.39,2.34,55.2,0.36,15.3,0.2,-0.1,2.77,8.8,-0.56,9.9,-0.1,2.48,1.35,4.3,0.8,12.6,0.57,3456090000.0,964333000.0,370728000.0,593605000.0,986134000.0,1208460000.0,1981350000.0,523762000.0,302506000.0,75050000.0,-1162000.0,-30208000.0,,,,,,,
DOTZ3,3.74,ON NM,17/04/2025,DOTZ SA ON NM,2.66,Diversos,9.0,Programas de Fidelização,40722.0,49681800.0,31/12/2024,90408800.0,13283900.0,-3.01,-1.24,-0.2,-18.55,4140.15,82.3,0.32,,0.26,-10.7,-0.23,,-0.13,,6.7,3.06,0.24,7534.07,-0.28,8.0,0.79,194574000.0,69463000.0,28736000.0,40727000.0,68446000.0,-246421000.0,154016000.0,39082000.0,12000.0,18744000.0,-16487000.0,-496000.0,,,,,,,
VTRU3,7.77,ON NM,17/04/2025,VITRUEDUCA ON NM,5.4,Diversos,16.4,Serviços Educacionais,2336330.0,1042520000.0,31/12/2024,2942570000.0,134172000.0,3.61,2.15,0.41,19.07,1.41,65.1,0.49,34.4,0.18,13.5,2.28,12.7,-0.42,14.1,11.3,3.08,2.29,3.99,0.92,27.5,0.37,5825330000.0,2350580000.0,450526000.0,1900060000.0,812562000.0,2558220000.0,2141810000.0,530039000.0,737736000.0,164409000.0,288752000.0,194484000.0,,,,,,,
COGN3,2.45,ON,17/04/2025,COGNA ON,0.99,Diversos,2.45,Serviços Educacionais,112239000.0,4597680000.0,31/12/2024,10138700000.0,1876610000.0,5.23,0.47,0.37,6.61,2.36,66.9,0.72,30.5,0.19,15.5,2.63,8.0,-0.76,8.9,7.1,3.85,1.61,5.21,0.55,6.0,0.26,24200400000.0,6873210000.0,1332190000.0,5541020000.0,4627370000.0,12395700000.0,6390590000.0,2160560000.0,1946420000.0,1120810000.0,879871000.0,925828000.0,,,,,,,
MILS3,9.37,ON NM,17/04/2025,MILLS ON NM,8.12,Diversos,13.18,Aluguel de carros,7626680.0,2194250000.0,31/12/2024,3296310000.0,234178000.0,7.7,1.22,1.52,6.17,4.18,62.1,1.39,33.3,0.57,18.1,2.73,13.6,-2.28,18.0,19.7,4.35,2.23,6.29,1.31,33.6,0.41,3869240000.0,1895380000.0,793315000.0,1102060000.0,1459070000.0,1445280000.0,1575410000.0,432568000.0,524431000.0,157138000.0,284890000.0,75591000.0,6.6,,,,,,
ARML3,4.4,ON NM,17/04/2025,ARMAC ON NM,3.67,Diversos,11.18,Aluguel de carros,6709390.0,1524570000.0,31/12/2024,3362130000.0,346494000.0,8.96,0.49,1.21,3.63,2.91,40.5,0.86,29.6,0.33,9.9,2.1,11.3,-0.78,14.7,13.5,4.63,2.13,6.43,1.97,97.0,0.38,4637350000.0,2479040000.0,641487000.0,1837550000.0,1364730000.0,1258630000.0,1765970000.0,473494000.0,523053000.0,98388000.0,170197000.0,9752990.0,7.2,,,,,,
MOVI3,6.06,ON NM,17/04/2025,MOVIDA ON NM,3.34,Diversos,7.48,Aluguel de carros,30125300.0,2195550000.0,31/12/2024,18395700000.0,362302000.0,9.48,0.64,0.88,6.88,0.77,29.8,0.16,21.1,0.07,1.7,-0.95,9.3,-0.1,13.6,9.3,3.73,0.75,6.47,8.22,35.7,0.44,30573900000.0,20491500000.0,4291360000.0,16200200000.0,6950870000.0,2492490000.0,13481300000.0,3248160000.0,2845310000.0,749658000.0,231493000.0,62173000.0,2.5,,,,,,
CSED3,3.86,ON NM,17/04/2025,CRUZEIRO EDU ON NM,2.73,Diversos,4.35,Serviços Educacionais,2237280.0,1407130000.0,31/12/2024,1875210000.0,364543000.0,9.75,0.4,0.96,4.03,3.21,48.7,0.55,17.1,0.31,5.6,-21.77,9.6,-0.63,11.1,9.8,2.71,0.93,4.28,0.7,9.9,0.56,4569490000.0,1023410000.0,555331000.0,468077000.0,847519000.0,1470790000.0,2568350000.0,662721000.0,438160000.0,60136000.0,144306000.0,-9793000.0,4.3,,,,,,
YDUQ3,14.85,ON,17/04/2025,YDUQS PART ON,7.92,Diversos,16.35,Serviços Educacionais,64361400.0,4070220000.0,31/12/2024,8629280000.0,274089000.0,11.92,1.25,1.3,11.4,4.69,61.0,0.76,16.2,0.41,6.4,3.77,8.7,-0.95,10.0,10.9,5.1,1.75,9.95,1.79,8.5,0.54,9938420000.0,5605970000.0,1046920000.0,4559060000.0,2516950000.0,3124960000.0,5351780000.0,1266280000.0,867464000.0,147890000.0,341378000.0,14636000.0,2.1,,,,,,
VAMO3,4.99,ON NM,17/04/2025,VAMOS ON NM,3.58,Diversos,8.71,Aluguel de carros,53092500.0,5394350000.0,31/12/2024,17099300000.0,1081030000.0,14.16,0.35,2.21,2.26,1.97,64.0,1.15,58.4,0.27,8.1,3.81,13.5,-0.39,16.3,15.6,4.89,1.52,6.23,5.93,35.5,0.23,20277000000.0,14493200000.0,2788230000.0,11704900000.0,4144510000.0,2442370000.0,4699310000.0,-885406000.0,2744370000.0,696121000.0,380974000.0,-117944000.0,5.5,,,,,,
ANIM3,3.1,ON NM,17/04/2025,ANIMA ON NM,1.52,Diversos,3.58,Serviços Educacionais,26188600.0,1251990000.0,31/12/2024,5309810000.0,403869000.0,14.7,0.21,0.55,5.63,1.23,61.9,0.33,26.8,0.13,5.4,1.12,10.5,-0.26,12.4,3.7,3.54,2.16,5.22,2.33,26.0,0.39,9688870000.0,5309790000.0,1251980000.0,4057810000.0,2084650000.0,2274250000.0,3801380000.0,895383000.0,1017420000.0,231581000.0,85146000.0,15856000.0,15.2,,,,,,
RENT3,40.25,ON,17/04/2025,LOCALIZA RENT A CAR ON,27.29,Diversos,48.89,Aluguel de carros,359261000.0,43575500000.0,31/12/2024,76916500000.0,1082620000.0,24.03,1.68,1.65,24.32,7.51,23.5,1.17,15.6,0.5,4.9,14.2,6.7,-1.09,8.8,6.9,6.46,1.17,13.25,1.7,42.6,0.43,87243600000.0,44766500000.0,11425600000.0,33341000000.0,20782000000.0,26334100000.0,37271600000.0,9852750000.0,5805170000.0,2033330000.0,1813630000.0,838104000.0,4.1,,,,,,
RNEW11,2.6,UNT N2,17/04/2025,RENOVA UNT N2,2.45,Energia Elétrica,3.74,Energia Elétrica,31335.0,216219000.0,31/12/2024,1211050000.0,249484000.0,-1.85,-1.41,0.26,9.81,-2.25,-11.9,0.83,-37.0,0.07,-45.2,-2.91,-3.1,-0.11,-3.4,-14.3,194.11,0.79,-12.62,1.4,41.8,0.08,3061350000.0,1144190000.0,149361000.0,994829000.0,288269000.0,815951000.0,259226000.0,91341000.0,-95986000.0,-75189000.0,-117069000.0,-67649000.0,,,,,,,
LIGT3,4.67,ON,17/04/2025,LIGHT SA ON,3.29,Energia Elétrica,6.82,Energia Elétrica,5028540.0,1739830000.0,31/12/2024,8156150000.0,372555000.0,1.06,4.41,0.33,14.01,1.24,15.6,0.12,9.4,0.07,11.0,0.82,5.5,-0.13,7.0,31.5,3.55,1.42,5.81,1.82,2.1,0.59,25343700000.0,9505840000.0,3089520000.0,6416320000.0,7158980000.0,5218460000.0,14876300000.0,4114880000.0,1404720000.0,249835000.0,1643780000.0,1895170000.0,,,,,,,
COCE3,25.0,ON,17/04/2025,CIA ENERG CEARA - COELCE ON,25.0,Energia Elétrica,44.0,Energia Elétrica,736.0,1946380000.0,31/12/2024,7179270000.0,77855000.0,4.19,5.97,0.38,66.02,1.43,19.0,0.23,16.1,0.14,5.5,-0.75,9.4,-0.31,10.5,9.0,3.58,0.54,5.28,1.06,8.2,0.59,14406900000.0,5447490000.0,214599000.0,5232890000.0,3081680000.0,5139620000.0,8442130000.0,2279700000.0,1359550000.0,285739000.0,464914000.0,202336000.0,3.7,,,,,,
CBEE3,8.8,ON,25/03/2025,AMPLA ENERG ON,8.8,Energia Elétrica,19.99,Energia Elétrica,226.0,3344350000.0,31/12/2024,7659450000.0,380040000.0,4.99,1.76,0.4,22.21,2.91,17.0,0.38,13.1,0.17,7.7,-1.51,5.8,-0.49,6.4,7.9,3.86,0.66,6.67,0.56,6.1,0.45,19631300000.0,4736310000.0,421212000.0,4315100000.0,4301770000.0,8442090000.0,8741530000.0,2412890000.0,1147570000.0,308300000.0,670153000.0,706813000.0,,,,,,,
CEEB3,37.97,ON,17/04/2025,COELBA ON,35.98,Energia Elétrica,40.0,Energia Elétrica,12754.0,9951780000.0,31/12/2024,24706800000.0,262096000.0,5.5,6.9,1.34,28.33,2.39,30.0,0.6,25.2,0.32,10.9,-30.43,13.3,-0.57,14.6,24.4,4.81,0.95,5.93,2.2,8.6,0.53,31283000000.0,16309000000.0,1554000000.0,14755000000.0,6346000000.0,7424000000.0,16529000000.0,4865000000.0,4165000000.0,1284000000.0,1808000000.0,629000000.0,4.4,,,,,,
ISAE3,31.91,ON,17/04/2025,ISA ENERGIA ON,28.19,Energia Elétrica,33.85,Energia Elétrica,107674.0,21025000000.0,31/12/2024,30898000000.0,658883000.0,6.01,5.31,1.07,29.92,4.65,46.9,2.64,56.8,0.49,44.6,4.5,10.5,-1.37,11.4,17.7,6.77,2.43,6.83,0.67,18.0,0.18,43304600000.0,13273800000.0,3400740000.0,9873060000.0,7939450000.0,19714600000.0,7966580000.0,2520070000.0,4525580000.0,901458000.0,3498420000.0,1211700000.0,7.4,,,,,,
NEOE3,20.94,ON NM,17/04/2025,NEOENERGIA ON NM,17.4,Energia Elétrica,21.18,Energia Elétrica,23495800.0,25416900000.0,31/12/2024,70190900000.0,1213800000.0,6.99,2.99,0.78,26.89,2.41,26.7,0.52,21.6,0.23,7.5,5.74,9.6,-0.49,10.8,11.1,5.22,1.22,6.65,1.61,9.2,0.45,109541000000.0,52600000000.0,7826000000.0,44774000000.0,24895000000.0,32638000000.0,48993000000.0,13630000000.0,10562000000.0,2856000000.0,3635000000.0,852000000.0,3.2,,,,,,
ENGI3,12.0,ON,17/04/2025,ENERGISA ON,9.47,Energia Elétrica,15.42,Energia Elétrica,119669.0,27473100000.0,31/12/2024,54029400000.0,2289420000.0,7.25,1.66,1.59,7.55,4.21,25.4,0.81,19.4,0.36,13.8,8.17,8.5,-0.74,9.9,21.9,6.44,1.23,8.28,2.03,11.3,0.44,77181700000.0,35117600000.0,8561250000.0,26556300000.0,18016000000.0,17279500000.0,33715500000.0,9558150000.0,6529230000.0,1369910000.0,3789680000.0,1828940000.0,4.8,,,,,,
EGIE3,39.29,ON,17/04/2025,ENGIE BRASIL ON,34.67,Energia Elétrica,45.68,Energia Elétrica,58352600.0,32057800000.0,31/12/2024,51746700000.0,815928000.0,7.49,5.24,2.85,13.81,5.73,54.4,2.86,49.9,0.64,38.4,-429.52,11.2,-1.05,12.4,38.0,7.76,0.99,9.24,2.1,-3.3,0.22,50112300000.0,23647600000.0,3958760000.0,19688900000.0,7198390000.0,11266700000.0,11218600000.0,3270910000.0,5598510000.0,1448620000.0,4279350000.0,1068910000.0,6.8,,,,,,
ALUP11,28.63,UNT N2,17/04/2025,ALUPAR UNT N2,25.09,Energia Elétrica,30.9,Energia Elétrica,28771900.0,9437220000.0,31/12/2024,18622600000.0,988881000.0,8.69,3.29,1.15,25.0,3.46,72.6,2.36,68.2,0.31,46.5,2.96,8.9,-0.74,10.1,13.2,6.4,2.04,6.83,1.54,-12.3,0.13,30689000000.0,12729600000.0,3544260000.0,9185370000.0,6244060000.0,8240130000.0,4002100000.0,1123310000.0,2728560000.0,697782000.0,1086090000.0,230322000.0,5.4,,,,,,
ELET3,42.13,ON,17/04/2025,ELETROBRÁS ON,33.21,Energia Elétrica,42.28,Energia Elétrica,383212000.0,97198100000.0,31/12/2024,136968000000.0,2307100000.0,9.37,4.5,0.8,52.82,7.21,44.9,2.42,33.5,0.34,25.8,2.96,4.7,-0.94,5.4,8.5,7.84,2.04,10.16,0.62,6.6,0.14,289871000000.0,75803200000.0,36033100000.0,39770100000.0,64451100000.0,121863000000.0,40181600000.0,12025100000.0,13479400000.0,3420890000.0,10378100000.0,1114490000.0,3.0,,,,,,
CPLE3,9.96,ON,17/04/2025,COPEL ON,7.77,Energia Elétrica,9.96,Energia Elétrica,46348800.0,29708800000.0,31/12/2024,42792400000.0,2982810000.0,10.57,0.94,1.16,8.61,7.56,21.6,1.31,17.3,0.52,12.4,11.01,6.8,-1.59,7.7,10.9,7.93,1.26,10.89,0.67,2.8,0.39,57384200000.0,17246200000.0,4162570000.0,13083600000.0,13041800000.0,25674700000.0,22651000000.0,6019160000.0,3928770000.0,1029830000.0,2809630000.0,586506000.0,3.9,,,,,,
EKTR4,50.49,PN,17/04/2025,ELEKTRO ELETRICIDADE E SERVIÇOS SA PN,33.37,Energia Elétrica,56.7,Energia Elétrica,13529.0,9782890000.0,31/12/2024,16284900000.0,193759000.0,10.69,4.72,4.86,10.39,4.57,26.8,1.05,23.0,0.81,9.8,-68.89,17.8,-1.48,20.5,45.5,6.43,0.96,7.61,3.61,6.7,0.78,12011000000.0,7267000000.0,765000000.0,6502000000.0,3394000000.0,2013000000.0,9328000000.0,2447000000.0,2141000000.0,523000000.0,915000000.0,195000000.0,12.5,,,,,,
