Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ (3 meses),Rec Serviços,Rec Serviços (3 meses)
NTCO3,9.34,ON NM,17/04/2025,GRUPO NATURA ON NM,9.11,Produtos de Uso Pessoal e de Limpeza,17.59,Produtos de Uso Pessoal,202713000.0,12988300000.0,31/12/2024,15372900000.0,1390620000.0,-1.45,-6.42,0.83,11.27,5.43,65.2,0.54,9.9,0.35,-37.1,2.35,6.4,-2.05,9.1,-57.0,4.58,1.58,6.43,0.44,-11.8,0.65,37133400000.0,6842680000.0,4458130000.0,2384560000.0,15139500000.0,15671400000.0,24089800000.0,4655540000.0,2389970000.0,819137000.0,-8929860000.0,-442706000.0,,,,,,,
ENJU3,1.14,ON NM,17/04/2025,ENJOEI ON NM,0.93,Programas e Serviços,2.78,Programas e Serviços,1276830.0,233720000.0,31/12/2024,34920500.0,205018000.0,-9.76,-0.12,0.73,1.56,-6.12,56.0,0.88,-14.4,0.55,-9.0,1.38,-9.0,1.72,-19.2,-7.5,-16.82,3.49,-0.91,-,35.2,0.63,422174000.0,,198800000.0,-198800000.0,237806000.0,320453000.0,265221000.0,68138000.0,-38165000.0,-6988010.0,-23935000.0,-3243000.0,,,,,,,
NGRD3,19.95,ON NM,17/04/2025,NEOGRID ON NM,19.16,Programas e Serviços,33.75,Programas e Serviços,601946.0,182362000.0,31/12/2024,57802800.0,9140940.0,-5.39,-3.7,0.4,49.55,-7.54,59.2,0.67,-8.8,0.3,-12.3,1.26,-4.0,2.68,-5.5,-7.5,1.82,2.86,-2.39,0.04,6.1,0.45,606878000.0,18009000.0,142568000.0,-124559000.0,221918000.0,452974000.0,274098000.0,69674000.0,-24193000.0,-3377010.0,-33816000.0,-17850000.0,0.7,,,,,,
TRAD3,7.0,ON NM,17/04/2025,TC ON NM,2.43,Programas e Serviços,8.32,Programas e Serviços,274169.0,280147000.0,31/12/2024,248501000.0,40021000.0,-3.27,-2.14,1.41,4.96,-5.42,30.3,6.36,-117.4,1.29,-197.1,5.48,-23.8,5.95,-28.3,-43.2,-6.27,4.21,-4.81,0.01,-23.1,0.2,216781000.0,2610000.0,34256000.0,-31646000.0,67034000.0,198545000.0,44015000.0,8822000.0,-51688000.0,-12075000.0,-85697000.0,-34144000.0,,,,,,,
WEST3,4.91,ON NM,17/04/2025,WESTWING ON NM,4.51,Programas e Serviços,12.1,Programas e Serviços,18114.0,54546900.0,31/12/2024,-61942100.0,11109300.0,-2.13,-2.3,0.24,20.72,-1.04,40.0,0.33,-31.2,0.17,-15.2,0.46,-16.6,0.53,-35.0,-11.1,1.85,2.75,1.18,0.05,-19.3,0.53,315028000.0,10447000.0,126936000.0,-116489000.0,187780000.0,230203000.0,167739000.0,41507000.0,-52384000.0,-10648000.0,-25560000.0,-1950000.0,,,,,,,
MBLY3,1.04,ON NM,17/04/2025,MOBLY ON NM,0.97,Programas e Serviços,3.08,Programas e Serviços,339429.0,127674000.0,31/12/2024,462471000.0,122763000.0,-0.86,-1.22,0.35,2.93,-1.91,46.2,0.16,-8.2,0.06,-20.2,1.34,-3.3,-0.11,-3.8,-41.4,12.42,1.16,-6.91,0.99,3.1,0.4,2031020000.0,357833000.0,23036000.0,334797000.0,697717000.0,360011000.0,811197000.0,378453000.0,-66896000.0,904000.0,-149179000.0,-90452000.0,,,,,,,
IFCM3,0.09,ON NM,17/04/2025,INFRACOMM ON NM,0.05,Programas e Serviços,0.66,Programas e Serviços,2270460.0,71814400.0,31/12/2024,748963000.0,797937000.0,-0.04,-2.2,-0.69,-0.13,-0.05,29.0,0.07,-147.5,0.05,-164.8,-0.15,-103.5,-0.08,-152.8,1675.9,-0.52,0.61,-0.48,-7.69,48.4,0.7,1517560000.0,805528000.0,128379000.0,677149000.0,738665000.0,-104790000.0,1065320000.0,331164000.0,-1571010000.0,-1358790000.0,-1756140000.0,-36748000.0,,,,,,,
BMOB3,17.3,ON NM,17/04/2025,BEMOBI TECH ON NM,11.21,Programas e Serviços,17.7,Programas e Serviços,5416070.0,1481030000.0,31/12/2024,892450000.0,85608400.0,12.4,1.4,1.27,13.63,12.55,23.0,0.99,7.9,0.91,8.0,2.23,7.3,2.42,12.9,10.2,4.83,2.63,7.56,-,70.2,0.92,1627210000.0,,588575000.0,-588575000.0,1068750000.0,1166500000.0,1498070000.0,399833000.0,118032000.0,32497000.0,119467000.0,41416000.0,3.7,,,,,,
TOTS3,36.64,ON NM,17/04/2025,TOTVS ON NM,26.03,Programas e Serviços,36.64,Programas e Serviços,131505000.0,21962100000.0,31/12/2024,21681500000.0,599402000.0,30.61,1.2,4.69,7.81,11.56,69.5,4.2,36.4,2.57,14.1,13.56,22.3,-28.12,29.8,15.3,9.74,2.42,11.41,0.35,18.8,0.61,8531720000.0,1661550000.0,1942160000.0,-280613000.0,2763560000.0,4681350000.0,5224010000.0,1351440000.0,1900530000.0,525177000.0,717513000.0,184997000.0,1.6,,,,,,
BRKM3,10.31,ON N1,17/04/2025,BRASKEM ON N1,9.4,Químicos,22.31,Petroquímicos,249864.0,8219210000.0,31/12/2024,44679200000.0,797208000.0,-0.73,-14.2,-1.72,-6.0,9.09,7.7,0.11,1.2,0.08,-15.6,0.94,0.9,-0.12,1.3,236.7,7.63,1.31,49.42,-11.13,1.6,0.76,101575000000.0,53232000000.0,16772000000.0,36460000000.0,37037000000.0,-4782000000.0,77411000000.0,19152000000.0,904000000.0,-307000000.0,-11320000000.0,-5159000000.0,,,,,,,
FHER3,3.71,ON NM,17/04/2025,Fer Heringer ON NM,3.2,Químicos,9.3,Fertilizantes e Defensivos,143412.0,199809000.0,31/12/2024,125978000.0,53857000.0,-0.17,-21.44,-0.17,-21.3,-0.79,2.9,0.04,-5.5,0.06,-25.1,-0.34,-8.2,-0.1,-46.0,100.7,-0.65,0.79,-0.5,-0.02,18.3,1.48,3115900000.0,24574000.0,98405000.0,-73831000.0,2257510000.0,-1147220000.0,4608580000.0,1387110000.0,-254472000.0,-99626000.0,-1154740000.0,-658476000.0,,,,,,,
DEXP3,7.8,ON,17/04/2025,DEXXOS PAR ON,7.4,Químicos,11.11,Petroquímicos,730625.0,852626000.0,31/12/2024,789984000.0,109311000.0,5.91,1.32,0.9,8.7,5.47,19.4,0.47,8.6,0.55,8.5,1.24,10.0,2.23,14.3,15.2,4.21,3.28,5.06,0.29,12.5,1.16,1557120000.0,279119000.0,341761000.0,-62642000.0,988510000.0,951170000.0,1810390000.0,489425000.0,156012000.0,24685000.0,144196000.0,35177000.0,6.1,,,,,,
VITT3,4.9,ON NM,17/04/2025,VITTIA ON NM,4.85,Químicos,6.3,Fertilizantes e Defensivos,1276270.0,736539000.0,31/12/2024,911089000.0,150314000.0,9.75,0.5,1.16,4.22,8.59,33.8,0.94,10.9,0.77,9.6,2.0,9.0,2.71,9.7,11.9,8.46,2.67,10.63,0.37,7.9,0.83,953178000.0,233178000.0,58628000.0,174550000.0,590289000.0,634772000.0,786619000.0,255788000.0,85737000.0,47322000.0,75526000.0,46517000.0,3.5,,,,,,
GGPS3,14.22,ON NM,17/04/2025,GPS ON NM,12.43,Serviços Diversos,18.86,Serviços Diversos,39112100.0,9630930000.0,31/12/2024,11811700000.0,677281000.0,14.64,0.97,2.77,5.13,8.41,15.1,0.65,7.8,0.67,4.5,2.19,8.0,-2.9,10.6,18.9,7.67,2.39,10.31,1.5,30.5,1.03,14370400000.0,5207290000.0,3026520000.0,2180770000.0,7563550000.0,3477230000.0,14774400000.0,4096690000.0,1145310000.0,219707000.0,657826000.0,236193000.0,2.3,,,,,,
PRNR3,17.65,ON NM,17/04/2025,PRINER ON NM,9.81,Serviços Diversos,17.83,Serviços Diversos,5248280.0,824626000.0,31/12/2024,1069390000.0,46721000.0,81.24,0.22,2.42,7.29,9.18,22.4,0.75,8.2,0.67,2.5,13.1,7.3,-3.11,9.5,3.0,7.72,1.12,11.9,1.43,47.8,0.9,1229160000.0,488508000.0,243739000.0,244769000.0,609764000.0,340742000.0,1100580000.0,419693000.0,89846000.0,45850000.0,10150000.0,9128000.0,0.4,,,,,,
B3SA3,12.18,ON,17/04/2025,B3 ON,9.06,Serviços Financeiros Diversos,12.81,Serviços Financeiros Diversos,561944000.0,64146000000.0,31/12/2024,64074500000.0,5266500000.0,14.02,0.87,3.49,3.49,10.48,90.0,6.07,57.9,1.42,43.3,10.64,13.5,-5.5,19.4,24.9,9.58,1.66,10.47,0.72,2.2,0.23,45228800000.0,13228800000.0,13300300000.0,-71485400.0,15187400000.0,18370800000.0,10572700000.0,2667800000.0,6118080000.0,1491020000.0,4576580000.0,1178460000.0,2.7,,,,,,
USIM3,5.65,ON N1,17/04/2025,USIMINAS ON N1,4.79,Siderurgia e Metalurgia,9.34,Siderurgia,1378560.0,7079900000.0,31/12/2024,7894250000.0,1253080000.0,-48.51,-0.12,0.3,19.06,12.02,6.4,0.27,2.3,0.18,,0.56,1.5,1.67,1.9,-0.6,4.35,3.64,13.4,0.28,7.8,0.65,39871800000.0,6768330000.0,5953980000.0,814353000.0,17430900000.0,23881800000.0,25869800000.0,6480250000.0,588911000.0,270735000.0,-145946000.0,-183439000.0,4.6,,,,,,
PMAM3,2.2,ON,17/04/2025,PARANAPANEMA SA ON,0.78,Siderurgia e Metalurgia,2.46,Artefatos de Cobre,1633800.0,165933000.0,31/12/2024,5340570000.0,75424000.0,-0.08,-28.35,-0.03,-83.34,-0.68,-35.6,0.36,-53.4,0.1,-465.0,-0.03,-15.1,-0.02,-26.0,34.0,-33.55,0.06,-21.73,-0.83,-45.4,0.28,1627100000.0,5217080000.0,42444000.0,5174630000.0,397927000.0,-6285850000.0,459926000.0,130080000.0,-245804000.0,-92347000.0,-2138610000.0,-809511000.0,,,,,,,
GOAU3,8.62,ON N1,17/04/2025,METALÚRGICA GERDAU ON N1,8.08,Siderurgia e Metalurgia,11.84,Siderurgia,360756.0,8617470000.0,31/12/2024,13883100000.0,999706000.0,5.58,1.55,0.43,20.04,1.23,13.7,0.13,10.5,0.1,6.9,0.39,8.1,2.1,9.6,7.7,1.37,3.01,1.98,0.68,7.5,0.77,86948500000.0,13636500000.0,8370850000.0,5265640000.0,32803000000.0,20035500000.0,67026700000.0,16822500000.0,7023290000.0,1430640000.0,1544820000.0,109797000.0,5.4,,,,,,
GGBR3,14.55,ON N1,17/04/2025,GERDAU SA ON N1,13.66,Siderurgia e Metalurgia,20.06,Siderurgia,714504.0,29867000000.0,31/12/2024,35226600000.0,2052710000.0,6.54,2.22,0.52,28.23,4.24,13.7,0.45,10.5,0.34,6.9,1.37,8.1,7.41,9.7,7.9,3.47,3.01,5.01,0.24,7.5,0.77,86814500000.0,13636500000.0,8276840000.0,5359640000.0,32669400000.0,57948800000.0,67026700000.0,16822500000.0,7036620000.0,1433590000.0,4566320000.0,316023000.0,5.6,,,,,,
TECN3,6.21,ON NM,17/04/2025,TECHNOS ON NM,3.78,Tecidos. Vestuário e Calçados,6.21,Acessórios,728385.0,393441000.0,31/12/2024,380925000.0,63356000.0,6.07,1.02,0.96,6.48,5.41,54.7,0.98,18.2,0.54,16.2,1.21,10.0,2.17,13.7,15.8,6.13,2.9,5.23,0.26,11.3,0.55,724487000.0,107763000.0,120279000.0,-12516000.0,495693000.0,410409000.0,400280000.0,137274000.0,72766000.0,34053000.0,64833000.0,26011000.0,3.9,,,,,,
GRND3,5.59,ON,17/04/2025,GRENDENE SA ON,4.88,Tecidos. Vestuário e Calçados,6.18,Calçados,10042800.0,5043070000.0,31/12/2024,3968120000.0,902160000.0,6.86,0.81,1.25,4.48,9.86,47.2,1.92,19.5,1.12,28.0,1.93,11.4,1.95,15.7,18.2,6.86,7.1,7.76,0.02,7.2,0.58,4500060000.0,88824000.0,1163780000.0,-1074950000.0,3042040000.0,4040950000.0,2628580000.0,859430000.0,511369000.0,217228000.0,735236000.0,330383000.0,7.3,,,,,,
VIVA3,19.92,ON NM,17/04/2025,VIVARA SA ON NM,16.65,Tecidos. Vestuário e Calçados,28.71,Acessórios,88799000.0,4705060000.0,31/12/2024,4820940000.0,236198000.0,7.2,2.77,1.88,10.57,7.76,70.2,1.83,23.5,1.1,25.4,2.63,14.2,4.68,16.7,26.2,6.34,2.79,7.96,0.16,24.6,0.6,4273730000.0,398561000.0,282683000.0,115878000.0,2781890000.0,2496940000.0,2577110000.0,913301000.0,605957000.0,309661000.0,653394000.0,299458000.0,1.9,,,,,,
VULC3,16.65,ON,17/04/2025,VULCABRAS S/A ON,13.51,Tecidos. Vestuário e Calçados,17.62,Calçados,11836400.0,4587670000.0,31/12/2024,4616870000.0,275536000.0,8.05,2.07,2.17,7.66,8.37,41.9,1.5,18.0,1.53,18.7,3.14,18.3,3.69,21.2,27.0,7.05,3.18,8.42,0.16,26.0,1.02,2993310000.0,336852000.0,307660000.0,29192000.0,2127760000.0,2109980000.0,3048580000.0,905719000.0,548196000.0,159691000.0,569873000.0,169199000.0,8.4,,,,,,
TFCO4,10.53,PN,17/04/2025,TRACK FIELD PN,8.4,Tecidos. Vestuário e Calçados,12.4,Vestuário,4391120.0,1613390000.0,31/12/2024,1741260000.0,153218000.0,13.7,0.77,3.41,3.09,10.05,56.6,1.94,19.3,1.96,14.2,4.53,19.4,7.46,22.3,24.9,9.84,2.68,10.85,0.32,31.3,1.01,825166000.0,151284000.0,23410000.0,127874000.0,568521000.0,472809000.0,831759000.0,273291000.0,160468000.0,54236000.0,117753000.0,40598000.0,2.3,,,,,,
ALPA3,7.5,ON N1,17/04/2025,ALPARGATAS ON N1,5.62,Tecidos. Vestuário e Calçados,10.54,Calçados,74883.0,5122960000.0,31/12/2024,5057980000.0,683062000.0,47.44,0.16,1.27,5.91,25.14,43.1,1.25,5.0,0.75,2.6,2.43,3.0,7.81,4.2,2.7,11.15,2.56,24.82,0.35,3.5,0.6,6839730000.0,1423520000.0,1488510000.0,-64986900.0,3459140000.0,4035590000.0,4108310000.0,1122410000.0,203795000.0,-4055910.0,107979000.0,2201000.0,1.3,,,,,,
TIMS3,17.84,ON NM,17/04/2025,TIM ON NM,13.0,Telecomunicações,17.84,Telecomunicações,120213000.0,43187200000.0,31/12/2024,43187200000.0,2420800000.0,,,,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,12.1,-,,,,,,,-6095530000.0,,-1228290000.0,,-519423000.0,,9.2,,,,,,
OIBR3,0.61,ON N1,17/04/2025,OI ON N1,0.48,Telecomunicações,7.43,Telecomunicações,5045080.0,201374000.0,31/12/2024,10402600000.0,330122000.0,0.02,29.11,-0.01,-49.43,-0.07,-45.7,0.06,-94.3,0.01,302.2,-6.91,-15.2,-0.01,-19.9,-58.9,-4.7,1.0,-3.47,-0.73,-19.9,0.16,19760600000.0,11954100000.0,1752820000.0,10201200000.0,8049700000.0,-16316400000.0,3180420000.0,-3253910000.0,-2998900000.0,-540762000.0,9610800000.0,-2906200000.0,,,,,,,
FIQE3,3.62,ON NM,17/04/2025,UNIFIQUE ON NM,3.24,Telecomunicações,3.98,Telecomunicações,1544110.0,1310620000.0,31/12/2024,1412200000.0,362050000.0,7.51,0.48,1.09,3.31,5.24,50.8,1.28,24.4,0.57,17.0,6.12,11.0,-3.14,14.1,14.6,2.88,1.47,5.65,0.46,37.9,0.45,2282620000.0,549337000.0,447756000.0,101581000.0,667899000.0,1197860000.0,1025380000.0,265731000.0,250163000.0,63919000.0,174566000.0,49550000.0,7.0,,,,,,
VIVT3,26.41,ON,17/04/2025,TELEF BRASIL ON,20.44,Telecomunicações,26.83,Telecomunicações,124530000.0,86130600000.0,31/12/2024,100186000000.0,3261290000.0,15.52,1.7,1.24,21.38,10.33,43.9,1.54,14.9,0.69,10.0,-59.66,6.7,-2.66,7.6,8.0,4.45,0.94,12.02,0.3,7.1,0.45,124941000000.0,20746500000.0,6691100000.0,14055400000.0,22814300000.0,69729600000.0,55845000000.0,14581400000.0,8334080000.0,1906270000.0,5547950000.0,1763040000.0,6.3,,,,,,
BRST3,2.62,ON NM,17/04/2025,BRISANET ON NM,2.41,Telecomunicações,3.26,Telecomunicações,648210.0,1147580000.0,31/12/2024,2510980000.0,438008000.0,18.88,0.14,0.76,3.46,6.24,42.1,0.8,12.9,0.29,4.3,12.15,4.6,-0.7,5.7,4.0,4.21,1.12,13.66,1.31,16.3,0.35,4026090000.0,1981440000.0,618046000.0,1363400000.0,877012000.0,1517180000.0,1427790000.0,382236000.0,183886000.0,55223000.0,60790000.0,4395000.0,1.6,,,,,,
RAIL3,18.88,ON NM,17/04/2025,RUMO SA ON NM,16.22,Transporte,23.85,Transporte Ferroviário,214111000.0,35019900000.0,31/12/2024,46681500000.0,1854870000.0,-36.51,-0.52,2.38,7.94,6.15,45.9,2.51,40.8,0.69,-6.8,8.33,11.3,-1.41,13.8,-6.5,4.19,1.63,8.2,1.3,19.4,0.28,50593000000.0,19123200000.0,7461620000.0,11661600000.0,10872600000.0,14731200000.0,13936400000.0,3463370000.0,5692170000.0,1215170000.0,-959247000.0,-264713000.0,0.5,,,,,,
GOLL4,1.45,PN,17/04/2025,GOL LINHAS AEREAS INTELIGENTES SA PN,0.98,Transporte,1.72,Transporte Aéreo,3363500.0,609600000.0,31/12/2024,20899200000.0,420414000.0,-0.1,-14.43,-0.02,-69.19,-1.25,30.0,0.03,-2.5,0.03,-31.7,-0.03,-2.0,-0.01,-2.6,20.9,14.89,0.27,-42.9,-0.78,36.7,0.8,23986300000.0,22624900000.0,2335260000.0,20289600000.0,7161900000.0,-29090500000.0,19129600000.0,5519010000.0,-487194000.0,-1308220000.0,-6067100000.0,-5116050000.0,,,,,,,
AZUL4,3.06,PN,17/04/2025,AZUL PN,3.0,Transporte,11.18,Transporte Aéreo,44811700.0,1408630000.0,31/12/2024,36611300000.0,460336000.0,0.15,19.96,-0.05,-66.12,0.38,26.7,0.07,19.0,0.05,47.1,-0.09,14.1,-0.03,17.8,-30.2,5.83,0.27,9.86,-1.2,35.9,0.74,26274900000.0,36484600000.0,1281910000.0,35202700000.0,5658020000.0,-30435300000.0,19526200000.0,5545450000.0,3714170000.0,1223220000.0,9190170000.0,13928900000.0,,,,,,,
ECOR3,6.19,ON NM,17/04/2025,ECORODOVIAS ON NM,4.03,Transporte,8.14,Exploração de Rodovias,27753800.0,4310310000.0,31/12/2024,20476600000.0,696334000.0,4.77,1.3,1.26,4.92,1.21,39.6,0.44,36.0,0.15,9.3,-1.85,12.1,-0.21,14.2,26.4,4.51,0.67,5.75,5.85,27.8,0.34,29296100000.0,20034900000.0,3868610000.0,16166300000.0,4726030000.0,3427360000.0,9872370000.0,2796670000.0,3558540000.0,906508000.0,904097000.0,142120000.0,3.1,,,,,,
TPIS3,4.16,ON NM,17/04/2025,TRIUNFO PARTICIPACOES SA ON NM,3.49,Transporte,6.74,Exploração de Rodovias,145904.0,183040000.0,31/12/2024,1558040000.0,44000000.0,5.14,0.81,0.2,20.98,0.67,34.3,0.14,20.7,0.07,1.4,-0.21,9.9,-0.11,10.4,3.9,3.4,0.21,5.68,1.55,6.2,0.48,2767000000.0,1428270000.0,53276000.0,1375000000.0,232680000.0,923024000.0,1322850000.0,324987000.0,274119000.0,48095000.0,35588000.0,-10284000.0,5.5,,,,,,
TGMA3,34.91,ON NM,17/04/2025,Tegma ON NM,21.25,Transporte,34.91,Transporte Rodoviário,8176590.0,2304160000.0,31/12/2024,2239900000.0,66003000.0,8.54,4.09,2.5,13.96,6.73,21.6,1.1,16.4,1.73,12.9,5.12,25.8,7.56,33.4,29.3,6.07,2.71,6.54,0.19,21.0,1.57,1329390000.0,177073000.0,241335000.0,-64262000.0,712728000.0,921409000.0,2090130000.0,624360000.0,342590000.0,114103000.0,269817000.0,85061000.0,7.4,,,,,,
PORT3,17.1,ON NM,17/04/2025,WILSON SONS ON NM,13.73,Transporte,17.56,Serviços de Apoio e Armazenagem,15128900.0,7540720000.0,31/12/2024,9862420000.0,440978000.0,15.56,1.1,2.65,6.46,8.76,47.3,2.58,29.4,1.12,16.7,36.08,12.8,-2.85,14.3,17.0,8.36,1.21,11.45,0.99,11.4,0.44,6705540000.0,2814090000.0,492387000.0,2321700000.0,1208730000.0,2847870000.0,2925890000.0,823656000.0,861217000.0,246056000.0,484676000.0,119998000.0,7.1,,,,,,
STBP3,13.43,ON NM,17/04/2025,SBPAR ON NM,9.52,Transporte,13.43,Serviços de Apoio e Armazenagem,62014800.0,11605800000.0,31/12/2024,13601600000.0,864170000.0,15.64,0.86,17.55,0.77,9.78,54.7,4.0,40.9,2.09,25.6,64.15,21.4,-3.12,25.6,112.2,9.39,1.18,11.46,4.12,29.8,0.52,5541640000.0,2725880000.0,730094000.0,1995790000.0,1161430000.0,661359000.0,2903020000.0,790692000.0,1186610000.0,328893000.0,741966000.0,206297000.0,20.2,,,,,,
CCRO3,12.52,ON NM,17/04/2025,COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM,10.07,Transporte,13.52,Exploração de Rodovias,143215000.0,25290400000.0,31/12/2024,52460300000.0,2020000000.0,20.25,0.62,1.86,6.74,4.88,33.7,1.16,23.8,0.43,6.0,5.87,8.8,-0.73,10.1,9.2,7.6,1.7,10.12,2.49,22.3,0.37,59097100000.0,33878700000.0,6708870000.0,27169900000.0,10441100000.0,13608900000.0,21783800000.0,6212750000.0,5182220000.0,1137660000.0,1248700000.0,217852000.0,3.3,,,,,,
LOGN3,21.25,ON NM,17/04/2025,Log-In ON NM,19.6,Transporte,42.44,Transporte Hidroviário,856521.0,2280260000.0,31/12/2024,3672210000.0,107306000.0,42.54,0.5,2.35,9.03,8.92,15.9,0.82,9.1,0.6,1.9,21.72,6.7,-1.23,7.5,5.5,6.87,1.12,14.37,1.74,26.3,0.73,3812830000.0,1689150000.0,297203000.0,1391940000.0,990429000.0,968669000.0,2795760000.0,784905000.0,255584000.0,100681000.0,53600000.0,50935000.0,,,,,,,
UCAS3,1.62,ON NM,17/04/2025,UNICASA ON NM,1.39,Utilidades Domésticas,2.3,Móveis,98314.0,107059000.0,31/12/2024,171978000.0,66086000.0,8.6,0.19,0.56,2.91,51.03,38.1,0.47,0.9,0.29,5.5,3.33,0.6,-1.58,0.6,6.5,10.53,1.43,81.97,0.52,8.4,0.62,366975000.0,100107000.0,35188000.0,64919000.0,106980000.0,192382000.0,226559000.0,64490000.0,2098000.0,-727000.0,12449000.0,6225000.0,11.2,,,,,,
CVCB3,2.23,ON NM,17/04/2025,CVC BRASIL ON NM,1.38,Viagens e Lazer,2.84,Viagens e Turismo,42810400.0,1172070000.0,31/12/2024,1204400000.0,525591000.0,-11.34,-0.2,2.2,1.01,12.07,92.5,0.82,6.8,0.31,-7.3,-3.85,2.5,-1.08,3.5,-19.4,3.77,0.88,12.4,1.02,24.5,0.37,3840650000.0,542321000.0,509993000.0,32328000.0,2226990000.0,531632000.0,1420760000.0,375139000.0,97129000.0,16307000.0,-103341000.0,-61233000.0,,,,,,,
SMFT3,23.1,ON NM,17/04/2025,SMART FIT ON NM,16.58,Viagens e Lazer,24.74,Atividades Esportivas,65696600.0,13796500000.0,31/12/2024,16763700000.0,597250000.0,31.61,0.73,2.53,9.14,10.72,41.4,2.47,23.1,0.75,7.9,10.45,7.0,-1.57,8.6,8.0,6.21,1.47,13.03,1.08,47.6,0.3,18350300000.0,5914610000.0,2947380000.0,2967240000.0,4112290000.0,5455900000.0,5580300000.0,1540600000.0,1286610000.0,359695000.0,436440000.0,164401000.0,2.5,,,,,,
